computer_name,os_version,windows_build_number,logged_user,bios_vendor,bios_version,mac_address
DESKTOP-USJ6FNG,Windows 10,10.0.19042.0,Administrator,innotek GmbH,VirtualBox,08:00:27:FF:30:EA
